,Match Number,Stadium,Date,Time,Home Team,Away Team,Innings,Batting Team,Over,Runs,Bowler,Batsmen,Commentary,Result
81,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,6.3,6,Hardik Pandya , Ruturaj Gaikwad,"UP & OVER EXTRA COVERS! good length ball, pitching outside off stump, Ruturaj Gaikwad creates some room outside off and drives it all the way towards extra covers fence for a maximum! Timing it too well is Ruturaj Gaikwad!",Gujarat Titans Won by 5 Wickets
82,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,6.2,1,Hardik Pandya , Ben Stokes,"Good length ball, pitching on leg stump, Ben Stokes plays a forward defensive shot for a single",Gujarat Titans Won by 5 Wickets
83,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,6.1,0,Hardik Pandya , Ben Stokes,"Good length ball, pitching outside leg stump, Ben Stokes plays a defensive forward push, no run",Gujarat Titans Won by 5 Wickets
84,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.6,1,Rashid Khan , Ben Stokes,"Full length ball, pitching on off stump, Ben Stokes plays an aggressive off drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
85,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.5,W,Rashid Khan , Moeen Ali,"RASHID KHAN HAS THE LAST LAUGH! full length ball, pitching outside off stump, Moeen Ali looking to hit that one inside out over covers ends up edging it to the Keeper Wridhimman Saha who takes a sharp catch. WICKET Moeen Ali c Wriddhiman Saha b Rashid Khan (Chennai Super Kings 50 Runs for 2 wickets)",Gujarat Titans Won by 5 Wickets
86,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.4,4,Rashid Khan , Moeen Ali,"Replies back with a four! good length ball, pitching outside leg stump, Moeen Ali dances down the ground and stonks it over the bowler for a four! 50 up for CSK!!",Gujarat Titans Won by 5 Wickets
87,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.3,0,Rashid Khan , Moeen Ali,"Good length ball, pitching on leg stump, Moeen Ali uncomfortably plays a sweep shot, no run, Appeal from the fielding side",Gujarat Titans Won by 5 Wickets
88,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.2,0,Rashid Khan , Moeen Ali,"Good length ball, pitching outside leg stump, Moeen Ali steps down and plays an aggressive off drive, straight to the fielder",Gujarat Titans Won by 5 Wickets
89,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,5.1,0,Rashid Khan , Moeen Ali,"SPIN INTRODUCED IN THE POWERPLAY! good length ball, pitching on leg stump, Moeen Ali uncomfortably plays a slog sweep, no run",Gujarat Titans Won by 5 Wickets
90,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.6,1,Mohammad Shami , Moeen Ali,"Good length ball, pitching on leg stump, Moeen Ali plays an aggressive front foot flick for a single",Gujarat Titans Won by 5 Wickets
91,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.5,4,Mohammad Shami , Moeen Ali,"PULLED IN FRONT OF SQUARE! short of good length ball, pitching outside off stump, Moeen Ali pulls it off the frontfoot towards deep mid-wicket for a boundary. He is looking in good touch, the southpaw from England!",Gujarat Titans Won by 5 Wickets
92,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.4,6,Mohammad Shami , Moeen Ali,"HALF A DOZEN! full length ball, pitching outside off stump, Moeen Ali goes after the half volley, creates some room and launches it towards the long off fence for six runs. That made a cracking sound of the bat! ",Gujarat Titans Won by 5 Wickets
93,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.4,1 NB,Mohammad Shami , Moeen Ali,"Full toss ball, outside off stump, Moeen Ali glides it, No-Ball and is beaten",Gujarat Titans Won by 5 Wickets
94,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.3,4,Mohammad Shami , Moeen Ali,"BEAUTIFUL SHOT! good length ball, pitching outside off stump, Moeen Ali stays back and punches the ball to the covers cushion!",Gujarat Titans Won by 5 Wickets
95,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.2,1,Mohammad Shami , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad plays a defensive forward push for a single",Gujarat Titans Won by 5 Wickets
96,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,4.1,0,Mohammad Shami , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad plays an aggressive cover drive on the front foot, straight to the fielder",Gujarat Titans Won by 5 Wickets
97,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.6,0,Josh Little , Moeen Ali,"Good length ball, pitching outside off stump, Moeen Ali plays a defensive forward push, no run",Gujarat Titans Won by 5 Wickets
98,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.5,4,Josh Little , Moeen Ali,"Good length ball, pitching outside off stump, Moeen Ali crashes the ball to the covers ropes! Third Boundary of the over!!",Gujarat Titans Won by 5 Wickets
99,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.4,0,Josh Little , Moeen Ali,"Short of good length ball, pitching outside off stump, Moeen Ali plays a defensive shot on back foot, no run",Gujarat Titans Won by 5 Wickets
100,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.3,1,Josh Little , Ruturaj Gaikwad,"Good length ball, pitching on off stump, Ruturaj Gaikwad plays an aggressive off drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
101,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.2,4,Josh Little , Ruturaj Gaikwad,"CRUNCHED THROUGH COVERS! good length ball, pitching outside off stump, Ruturaj Gaikwad punches it on the up and in the gap through covers. That is his strong zone, just hits through the line and that explicit timing does the rest.",Gujarat Titans Won by 5 Wickets
102,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,3.1,6,Josh Little , Ruturaj Gaikwad,"FIRST MAXIMUM OF IPL 2023! short of good length ball, pitching outside leg stump, Gaikwad uses the pace of the bowler and pulls it towards fine leg for half a dozen! That is easy pickings for a batter of his class! Not a great start to Josh Little's IPL career! ",Gujarat Titans Won by 5 Wickets
103,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.6,0,Mohammad Shami , Moeen Ali,"Short of good length ball, pitching outside off stump, Moeen Ali uncomfortably plays a defensive forward push, no run",Gujarat Titans Won by 5 Wickets
104,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.5,0,Mohammad Shami , Moeen Ali,"Good length ball, pitching outside off stump, Moeen Ali plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
105,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.4,0,Mohammad Shami , Moeen Ali,"Good length ball, pitching outside off stump, Moeen Ali plays an aggressive cover drive on the front foot and is beaten",Gujarat Titans Won by 5 Wickets
106,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.3,0,Mohammad Shami , Moeen Ali,"Good length ball, pitching outside off stump, Moeen Ali plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
107,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.2,W,Mohammad Shami , Devon Conway,"CLEAN BOWLED! 100th IPL WICKET FOR SHAMI! good length ball, pitching outside off stump, swings back into the left-hander who looks to drive through the line but misses it completely. The Stumps are shattered!  WICKET Devon Conway b Mohammad Shami (Chennai Super Kings 14 Runs for 1 wicket)",Gujarat Titans Won by 5 Wickets
108,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,2.1,1,Mohammad Shami , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad uncomfortably plays an aggressive off drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
109,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.6,1,Hardik Pandya , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad uncomfortably plays a defensive forward push for a single",Gujarat Titans Won by 5 Wickets
110,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.5,1,Hardik Pandya , Devon Conway,"Good length ball, pitching on leg stump, Devon Conway plays a defensive shot on back foot for a single",Gujarat Titans Won by 5 Wickets
111,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.4,1,Hardik Pandya , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad plays an aggressive on drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
112,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.3,4,Hardik Pandya , Ruturaj Gaikwad," All Class from Gaikwad! good length ball, pitching outside off stump, Ruturaj Gaikwad gets forward and drives it on the up through covers. The timing on that one takes it to the boundary line. That was timed to perfection!",Gujarat Titans Won by 5 Wickets
113,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.2,0,Hardik Pandya , Ruturaj Gaikwad,"Good length ball, pitching outside off stump, Ruturaj Gaikwad plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
114,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,1.1,4,Hardik Pandya , Ruturaj Gaikwad,"First boundary of IPL 2023 from the bat of Ruturaj Gaikwad! good length ball,  pitching outside off stump, Ruturaj Gaikwad gets in line of the ball and flicks it between mid-on and mid-wicket for a boundary. The ball races away to the boundary line.",Gujarat Titans Won by 5 Wickets
115,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.6,0,Mohammad Shami , Devon Conway,"Good length ball, pitching outside off stump, Devon Conway plays a forward defensive shot and is beaten. An economical first over, just concedes two runs, Shami.",Gujarat Titans Won by 5 Wickets
116,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.5,0,Mohammad Shami , Devon Conway,"Short of good length ball, pitching outside off stump, Devon Conway plays a defensive shot on back foot, no run",Gujarat Titans Won by 5 Wickets
117,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.4,1,Mohammad Shami , Ruturaj Gaikwad,"Gaikwad off the mark! good length ball, pitching outside off stump, Ruturaj Gaikwad plays an aggressive on drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
118,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.3,0,Mohammad Shami , Ruturaj Gaikwad,"Good length ball, pitching on off stump, Ruturaj Gaikwad plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
119,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.2,1 LB,Mohammad Shami , Devon Conway,"First run on the board for CSK !good length ball, pitching outside off stump, Devon Conway uncomfortably steps down and flicks the ball , 1 leg bye(s) gets added to the extras",Gujarat Titans Won by 5 Wickets
120,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,1,CSK Innings,0.1,0,Shami to start the proceedings for GT! Mohammad Shami , Devon Conway,"Good length ball, pitching outside off stump, Devon Conway plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
121,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,19.2,4,Tushar Deshpande , Rahul Tewatia,"WINNING RUNS! full length ball, pitching outside off stump, right in the slot, Rahul Tewatia drives it straight down the ground for a boundary to take GT home with 4 balls to spare. This GT side is full of finishers who can get the job done in such situations! ",Gujarat Titans Won by 5 Wickets
122,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,19.1,6,Tushar Deshpande , Rahul Tewatia,"HALF VOLLEY PUNISHED! full length ball, pitching outside off stump, Rahul Tewatia gets underneath that one and lofts it over to long off for a humongous six! That went many a mile! Exactly the reason why he is called the ICEMAN of IPL, RAHUL TEWATIA!",Gujarat Titans Won by 5 Wickets
123,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,19.1,1 WD,Tushar Deshpande , Rahul Tewatia,"Full length ball, pitching wide outside off stump, Rahul Tewatia plays an aggressive lofted off drive on the front foot, 1 wide(s) gets added to the extras and is beaten",Gujarat Titans Won by 5 Wickets
124,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.6,0,Deepak Chahar , Rashid Khan,"Short length ball, pitching outside off stump, Rashid Khan steps down and plays an aggressive pull shot and is beaten",Gujarat Titans Won by 5 Wickets
125,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.5,4,Deepak Chahar , Rashid Khan,"EDGED AND FOUR! short of good length ball, pitching outside off stump, Rashid Khan looking to slash at that one gets an outside edge which runs away to the third man fence. Does not matter how they come, as long as the runs keep coming! ",Gujarat Titans Won by 5 Wickets
126,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.4,6,Deepak Chahar , Rashid Khan,"RASHID DELIVERS UNDER PRESSURE! good length ball, pitching outside off stump, Rashid Khan gets hold of that one, slogs it across and connects well. That sails over the mid-wicket fence! What a game of Cricket!",Gujarat Titans Won by 5 Wickets
127,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.3,1,Deepak Chahar , Rahul Tewatia,"Short of good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive pull shot on the front foot for a single",Gujarat Titans Won by 5 Wickets
128,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.2,4 LB,Deepak Chahar , Rahul Tewatia,"Yorker ball, pitching on leg stump, Rahul Tewatia uncomfortably plays an aggressive front foot flick, 4 leg bye(s) gets added to the extras",Gujarat Titans Won by 5 Wickets
129,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,18.1,0,Deepak Chahar , Rahul Tewatia,"Short length ball, pitching outside off stump, Rahul Tewatia plays an aggressive pull shot on the front foot and is beaten",Gujarat Titans Won by 5 Wickets
130,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.6,W,Rajvardhan Hangargekar , Vijay Shankar,"HANGARGEKAR STRIKES AGAIN! SHANKAR IS OUTDONE! full length ball, pitching outside off stump, Vijay Shankar early into the shot mistimes the lofted shot down the ground. Santner takes a stunning catch running backward. This match is going down the wire! WICKET Vijay Shankar c Mitchell Santner b Rajvardhan Hangargekar (Gujarat Titans 156 Runs for 5 wickets)",Gujarat Titans Won by 5 Wickets
131,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.5,0,Rajvardhan Hangargekar , Vijay Shankar,"Full toss ball, outside off stump, Vijay Shankar plays an aggressive cut shot and is beaten",Gujarat Titans Won by 5 Wickets
132,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.4,6,Rajvardhan Hangargekar , Vijay Shankar,"A SIX UNDER PRESSURE! short of good length ball, pitching outside off stump, Vijay Shankar picks the length early, gets in position and smashes it across towards deep mid-wicket for a huge six! That will release some pressure!",Gujarat Titans Won by 5 Wickets
133,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.3,1,Rajvardhan Hangargekar , Rahul Tewatia,"Full length ball, pitching on off stump, Rahul Tewatia plays an aggressive off drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
134,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.2,0,Rajvardhan Hangargekar , Rahul Tewatia,"Good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive lofted off drive on the front foot, straight to the fielder",Gujarat Titans Won by 5 Wickets
135,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,17.1,0,Rajvardhan Hangargekar , Rahul Tewatia,"SWING AND A MISS! good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive lofted off drive on the front foot and is beaten. DOT BALL!",Gujarat Titans Won by 5 Wickets
136,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.6,1,Deepak Chahar , Rahul Tewatia,"Short of good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive cover drive on the back foot for a single",Gujarat Titans Won by 5 Wickets
137,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.5,0,Deepak Chahar , Rahul Tewatia,"Good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive cover drive on the front foot, straight to the fielder",Gujarat Titans Won by 5 Wickets
138,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.4,1,Deepak Chahar , Vijay Shankar,"Good length ball, pitching outside off stump, Vijay Shankar plays an aggressive lofted cover drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
139,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.3,0,Deepak Chahar , Vijay Shankar,"Full length ball, pitching on off stump, Vijay Shankar plays an aggressive off drive on the front foot, straight to the fielder",Gujarat Titans Won by 5 Wickets
140,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.2,1,Deepak Chahar , Rahul Tewatia,"Good length ball, pitching outside off stump, Rahul Tewatia plays an aggressive on drive on the front foot for a single",Gujarat Titans Won by 5 Wickets
141,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,16.1,1,Deepak Chahar , Vijay Shankar,"Short of good length ball, pitching outside off stump, Vijay Shankar plays an aggressive pull shot on the back foot for a single",Gujarat Titans Won by 5 Wickets
142,MATCH 1,"Narendra Modi Stadium, Ahmedabad",31 MAR 2023,7:30 PM IST,GT,CSK,2,GT Innings,15.6,0,Mitchell Santner , Rahul Tewatia,"Full length ball, pitching outside off stump, Rahul Tewatia plays a forward defensive shot, no run",Gujarat Titans Won by 5 Wickets
